image,Born,Person,description,occupation,position held,country of citizenship,given name,UpdatedAt
,1979-05-07,Kurt Pellegrino,Mixed martial arts fighter,mixed martial artist,,United States of America,Kurt,2020-05-07
,1979-05-07,Mukhthar Naseer,Maldivian footballer,association football player,,Maldives,,2020-05-07
,1979-05-07,Henrik Bjørnstad,professional golfer,golfer,,Norway,Henrik,2020-05-07
,1979-05-07,See Siang Wong,Chinese musician,musician pianist,,People's Republic of China,,2020-05-07
,1979-05-07,Branko Peković,water polo player,water polo player,,Serbia Kazakhstan,Branko,2020-05-07
,1979-05-07,Mike Wilks,American basketball player,basketball player,,United States of America,Mike,2020-05-07
,1979-05-07,Peter Petráš,Slovak soccer player,association football player,,Slovakia,Peter,2020-05-07
,1979-05-07,Ed Fairhurst,Canadian rugby union player,rugby union player,,Canada,Ed,2020-05-07
,1979-05-07,Gareth Cooper,Welsh rugby union player (b.1979),rugby union player,,United Kingdom,Gareth,2020-05-07
,1979-05-07,Dmitry Demushkin,Russian politician,politician,,Russia,Dmitri,2020-05-07
,1979-05-07,Ruslan Kokshin,Russian Army officer,military personnel,,Russia,Ruslan,2020-05-07
,1979-05-07,Mykola Pavlenko,Ukrainian footballer,association football player,,Ukraine,Mykola,2020-05-07
,1979-05-07,Lawrence Nycholat,Canadian ice hockey player,ice hockey player,,Canada,Lawrence,2020-05-07
,1979-05-07,Nathalie Nordquist,Swedish ballet dancer,ballet dancer,,Sweden,Nathalie,2020-05-07
,1979-05-07,Dan Demole,American businessman,entrepreneur,chief operating officer,United States of America,Dan,2020-05-07
,1979-05-07,Dmitry Krasilnikov,Russian footballer,association football player,,Russia,Dmitri,2020-05-07
,1979-05-07,Dzyanis Karolik,Belarusian footballer,association football player,,Belarus,Dzyanis,2020-05-07
,1979-05-07,Fajer Al-Kaisi,actor and comedian,actor,,,,2020-05-07
,1979-05-07,Faruhad Ismail,footballer,association football player,,Maldives,,2020-05-07
,1979-05-07,Fontaine,American musician,singer singer-songwriter composer,,United States of America,,2020-05-07
,1979-05-07,Frenchie Davis,American actress and singer,singer actor film actor stage actor,,United States of America,Frenchie,2020-05-07
,1979-05-07,Gregory Lancken,Venezuelan footballer,association football player association football manager,,Venezuela,Gregory,2020-05-07
,1979-05-07,Mohammad Jahangir Alam,Bangladeshi politician and Mayor of Gazipur City Corporation,business businessperson politician,mayor Gazipur City Corporation,Bangladesh,,2020-05-07
,1979-05-07,James Clarke,English cricketer,cricketer,,United Kingdom,James,2020-05-07
,1979-05-07,Jamie Stauffer,Australian motorcycle racer,motorcycle racer,,Australia,Jamie,2020-05-07
,1979-05-07,Jeff Halevy,American fitness competitor,writer,,United States of America,Jeff,2020-05-07
,1979-05-07,Jon Kent,South African cricketer,cricketer,,South Africa,Jon,2020-05-07
,1979-05-07,Ken Kwek,Singaporean film director,film director journalist screenwriter,,Singapore,Ken,2020-05-07
,1979-05-07,Leandro Netto de Macedo,Brazilian footballer,association football player,,Brazil,Leandro,2020-05-07
,1979-05-07,Nikki Hayes,Irish DJ,,,Ireland,Nikki,2020-05-07
,1979-05-07,Rashad Bauman,American football player,American football player,,United States of America,Rashad,2020-05-07
,1979-05-07,Sarmad Sultan Khoosat,Pakistani actor,screenwriter film director television actor,,Pakistan,Sarmad,2020-05-07
,1979-05-07,Carlos Castaño Panadero,Spanish cyclist,sport cyclist track cyclist,,Spain,Carlos,2020-05-07
,1979-05-07,Vito Žuraj,Slovenian composer,composer,,Slovenia Socialist Federal Republic of Yugoslavia,Vito,2020-05-07
,1979-05-07,Maxim Aleshin,gymnast,artistic gymnast,,Russia,Maksim,2020-05-07
,1979-05-07,Bogdan Pătrașcu,Romanian footballer,association football player,,Romania,Bogdan,2020-05-07
,1979-05-07,Sha,German singer,singer,,Germany,,2020-05-07
,1978-05-07,Danyelle Sargent,American sports announcer,journalist sports commentator,,United States of America,,2020-05-07
,1978-05-07,John Janick,music executive,music executive,,,John,2020-05-07
,1978-05-07,Christoffer Sundqvist,Finnish musician,clarinetist,,Finland,Christoffer,2020-05-07
,1978-05-07,Reza Farahmand,Iranian film director,film director,,Iran,,2020-05-07
,1978-05-07,Stephanie Pohl,German beach volleyball player,volleyball player beach volleyball player,,Germany,Stephanie,2020-05-07
,1978-05-07,Peter Wessels,Dutch tennis player,tennis player,,Kingdom of the Netherlands,Peter,2020-05-07
,1978-05-07,Aleksandr Bashminov,Russian basketball player,basketball player,,Russia,Aleksandr,2020-05-07
,1978-05-07,Antal Pusztai,hungarian musician,jazz musician jazz guitarist classical guitarist,,Hungary,Antal,2020-05-07
,1978-05-07,Shawn Marion,American basketball player,basketball player,,United States of America,Shawn,2020-05-07
,1978-05-07,Mir Khalid Humayun Langau,politician,politician,,,,2020-05-07
,1978-05-07,Cheryl Lyndsey,musician,singer-songwriter composer podcaster,,United States of America,Cheryl,2020-05-07
,1978-05-07,Tomasz Pauszek,musician (*1978) ♂,musician,,,Tomasz,2020-05-07
,1978-05-07,Lucie Robinson,Czech photographer,photographer fashion photographer,,Czech Republic,Lucie,2020-05-07
,1978-05-07,Edward Elliot-Square,English cricketer,cricketer,,United Kingdom,Edward,2020-05-07
,1978-05-07,Kevin Nadal,American writer,writer psychologist,,United States of America,Kevin,2020-05-07
,1978-05-07,Kylie Watson,Australian actress,actor interior designer,,Australia,Kylie,2020-05-07
,1978-05-07,Dave Walder,English rugby union player,rugby union player cricketer,,United Kingdom,Dave,2020-05-07
,1978-05-07,Francesco Montervino,Italian footballer,association football player,,Italy,Francesco,2020-05-07
,1978-05-07,Mauro Carabajal,football player,association football player,,Argentina,Mauro,2020-05-07
,1978-05-07,Stian Arnesen,Norwegian singer and musician,singer musician guitarist,,Norway,Stian,2020-05-07
,1978-05-07,Merete Møller,Danish handball player,handball player,,Denmark,Merete,2020-05-07
,1978-05-07,Steve Kent,Canadian politician,politician,,Canada,Steve,2020-05-07
,1978-05-07,Zara Sheikh,Pakistani actor-model,model actor,,Pakistan,Zara,2020-05-07
,1978-05-07,James Carter,American hurdler,hurdler,,United States of America,James,2020-05-07
,1977-05-07,Kanako Nishi,Japanese writer,novelist,,Japan,Kanako,2020-05-07
,1977-05-07,J. Craig Gordon,American politician,politician,member of the Georgia House of Representatives,United States of America,J.,2020-05-07
,1977-05-07,Vladimir Ivić,Serbian association football player,association football player association football manager,,Serbia,Vladimir,2020-05-07
,1977-05-07,Taymon Domzalski,American basketball player,basketball player radiologist,,United States of America,,2020-05-07
,1977-05-07,László Éger,Hungarian association football player,association football player,,Hungary,László,2020-05-07
,1977-05-07,Grégory Paisley,Footballer,association football player,,France,Grégory,2020-05-07
,1977-05-07,Lisa Kelly,Irish singer,singer pianist,,Ireland,Lisa,2020-05-07
,1977-05-07,Andrea Gonsebate,Argentinian association football player,association football player,,Argentina,Andrea,2020-05-07
,1977-05-07,Brad Isbister,Canadian ice hockey player,ice hockey player,,Canada,Brad,2020-05-07
,1977-05-07,Elton Flatley,Australian rugby union player,rugby union player,,Australia,Elton,2020-05-07
,1977-05-07,Laurent Frayssinous,French rugby league footballer and coach,rugby league player,,France,Laurent,2020-05-07
,1977-07-05 1977-05-07,Petr Papoušek,Czech soccer player,association football player,,Czech Republic,Petr,2020-05-07
,1977-05-07,Łukasz Sosin,Polish footballer,association football player,,Poland,Łukasz,2020-05-07
,1977-05-07,Anthimos Rotos,Cypriot sprinter,sprinter,,Republic of Cyprus,,2020-05-07
,1977-05-07,Be Makara,Cambodian football manager,association football manager,,,,2020-05-07
,1977-05-07,Maja Mačužić,"politician , Member of the National Assembly of Serbia (*1977) ♀",politician,Member of the National Assembly of Serbia,,Maja,2020-05-07
,1977-05-07,Bam Aquino,Filipino television personality,politician,Member of the Senate of the Philippines,Philippines,,2020-05-07
,1977-05-07,Matt Panoussi,Australian male curler & curling coach,curler curling coach,,Australia,Matt,2020-05-07
,1977-05-07,Jeff Bilyk,American soccer player-coach,association football player association football manager,,United States of America,Jeff,2020-05-07
,1977-05-07,Marjo-Riikka Makela,Finnish actress,actor stage actor,,Finland,,2020-05-07
,1977-05-07,Noam Weinstein,American singer and songwriter,singer-songwriter composer,,United States of America,Noam,2020-05-07
,1977-05-07,On Shaw Ming,Singaporean sport shooter,athlete,,,,2020-05-07
,1977-05-05 1977-05-07,Branko Jelić,Serbian footballer,association football player,,Serbia,Branko,2020-05-07
,1977-05-07,Roman Týce,Czech soccer player and soccer representant,association football player,,Czech Republic,Roman,2020-05-07
,1977-05-07,Helluva,Person (*1977) ♂,,,,,2020-05-07
,1977-05-07,Thamer Al-Shamroukh,Kuwaiti swimmer,,,,,2020-05-07
,1977-05-07,Marko Milič,Slovenian basketball player,basketball player,,Slovenia,Marko,2020-05-07
,1976-05-07,Calvin Booth,American basketball player,basketball player,,United States of America,Calvin,2020-05-07
,1976-05-07,Mário Filipovič,Slovak sport shooter,sport shooter,,Slovakia,Mário,2020-05-07
,1976-05-07,Deon Humphrey,American football linebacker,American football player,,,Deon,2020-05-07
,1976-05-07,Berk Tuna,Olympic triple jumper,athletics competitor,,Turkey,,2020-05-07
,1976-05-07,Sapreet Kaur,US-American manager (*1976) ♀; member of Peace Corps,manager,,United States of America,,2020-05-07
,1976-05-07,Zoé Félix,French actress,actor film actor,,France,Zoé,2020-05-07
,1976-05-07,Andrea Lo Cicero,Italian rugby union player,rugby union player television presenter,,Italy,Andrea,2020-05-07
,1976-05-07,Gianpiero Pastore,Italian fencer,fencer,,Italy,Gianpiero,2020-05-07
,1976-05-07,Ayelet Shaked,Israeli politician,politician computer scientist engineer,Knesset member Justice Minister of Israel,Israel,Ayelet,2020-05-07
,1976-05-07,Gō Jibiki,actor,actor,,Japan,,2020-05-07
,1976-05-07,Tang Lin,judoka,judoka,,People's Republic of China,,2020-05-07
,1976-05-07,Cleber Alexandre Gomes,Brazilian association football player,association football player,,Brazil,,2020-05-07
,1976-05-07,Sophie Thalmann,French model,beauty pageant contestant model children's writer writer,,France,Sophie,2020-05-07
,1976-05-07,Stacey Jones,New Zealand rugby league footballer and coach,rugby league player,,New Zealand,Stacey,2020-05-07
,1976-05-07,Anders Juliussen,Norwegian association football player,association football player,,Norway,Anders,2020-05-07
,1976-05-07,Cariola Hechavarría,Olympic basketball player,basketball player,,Cuba,,2020-05-07
,1976-05-07,Özlem Cekic,Danish politician,nurse politician,member of the Folketing Representative of the Parliamentary Assembly of the Council of Europe,Denmark,Özlem,2020-05-07
,1976-05-07,Matt Squire,American record producer,record producer musician composer,,United States of America,Matt,2020-05-07
,1976-05-07,Berke Hatipoğlu,Turkish musician,architect musician,,Turkey,,2020-05-07
,1976-05-07,Alexandra Béres,Hungarian model and curler,curler model,,Hungary,Alexandra,2020-05-07
,1976-05-07,Gisela Riera,Spanish tennis player (1976-),tennis player,,Spain,Gisela,2020-05-07
,1976-05-07,Alejandro Spajic,Argentine volleyball player,volleyball player,,Argentina,Alejandro,2020-05-07
,1976-05-07,Maciej Golubiewski,Polish diplomat and political scientist,political scientist diplomat,,Poland,Maciej,2020-05-07
,1976-05-07,Sean Gillam,Canadian ice hockey defenceman,ice hockey player,,Canada,Sean,2020-05-07
,1976-05-07,Chrysoula Zacharopoulou,French gynecologist and politician,politician gynaecologist,member of the European Parliament,Greece,Q64088571,2020-05-07
,1976-05-07,Yeung Ching Kwong,Hong Kong footballer,association football player association football manager,,People's Republic of China,,2020-05-07
,1976-05-07,Mark Gale,Australian footballer,Australian rules football player,,Australia,Mark,2020-05-07
,1976-05-07,Mark Hobson,British boxer,boxer,,United Kingdom,Mark,2020-05-07
,1976-05-07,Melanie Clewlow,British field hockey player,field hockey player,,United Kingdom,Melanie,2020-05-07
,1976-05-07,Nick Butcher,Olympic field hockey player,field hockey player,,United States of America,Nick,2020-05-07
,1976-05-07,Pat Keogh,Scottish footballer,association football player,,United Kingdom,Pat,2020-05-07
,1976-05-07,Paulo Roberto Junges,Brazilian footballer,association football player association football manager,,Brazil,Paulo Roberto,2020-05-07
,1976-05-07,Peter Devine,American fencer,fencer,,United States of America,Peter,2020-05-07
,1976-05-07,Daniel Njenga,Kenyan marathon runner,marathon runner,,Kenya,Daniel,2020-05-07
,1976-05-07,Dave van den Bergh,Dutch footballer,association football player,,Kingdom of the Netherlands,Dave,2020-05-07
,1976-05-07,Ronny Ernst,German footballer,association football player,,Germany,Ronny,2020-05-07
,1976-05-07,Jay Frog,German DJ,disc jockey composer,,Germany,Jay,2020-05-07
,1976-05-07,Steven Reinprecht,Canadian ice hockey player,ice hockey player,,Canada,Steven,2020-05-07
,1976-05-07,Thomas Biagi,Italian racecar driver,racing automobile driver,,Italy,Thomas,2020-05-07
,1976-05-07,Mariana van Zeller,Portuguese journalist,journalist,,Portugal,Mariana,2020-05-07
,1976-05-07,Łukasz Starowicz,Polish sportsperson,snowboarder,,Poland,Łukasz,2020-05-07
,1976-05-07,Matteo Gianello,Italian footballer,association football player,,Italy,Matteo,2020-05-07
,1975-05-07,Preto Casagrande,Brazilian association football player,association football player,,Brazil,,2020-05-07
,1975-05-07,Steve Pasek,"German egyptologist, coptologist, theologian and classical philologist",egyptologist coptologist theologian classical philologist,,Germany,Steve,2020-05-07
,1975-05-07,Zhenis Kassymbek,"Kazakhstan civil servant (*1975) ♂; Order of Kurmet , Order of Parasat , Medal ""10 years of Astana"" , and commemorative medal for the ten years of independence of the Republic of Kazakhstan",civil servant,,Kazakhstan,,2020-05-07
,1975-05-07,Maria Bengtsson,Swedish operatic soprano,singer opera singer musician performing artist,,Sweden,Maria,2020-05-07
,1975-05-07,Luca Cei,Italian bicycle racer,sport cyclist,,Italy,Luca,2020-05-07
,1975-05-07,Stjepan Ostojić,Croatian footballer,association football player,,Croatia,Stjepan,2020-05-07
,1975-05-07,Saša Janić,Croatian footballer,association football player,,Germany,Saša,2020-05-07
,1975-05-07,Serhii Shakhov,Ukrainian politician,politician,People's Deputy of Ukraine,Ukraine,,2020-05-07
,1975-05-07,Michael Kretschmer,"German politician (CDU), Minister President of Saxony",politician engineer,member of the German Bundestag Minister-President of Saxony Member of the Bundesrat of Germany,Germany,Michael,2020-05-07
,1975-05-07,Sandra de Pol,Swiss footballer,association football player,,Switzerland,Sandra,2020-05-07
,1975-05-07,Daniël Willemsen,Dutch sidecarcross rider,motocross rider,,Kingdom of the Netherlands,Daniël,2020-05-07
,1975-05-07,Morocco Omari,American stage and screen actor,actor television actor,,,,2020-05-07
,1975-05-07,Stéphane Bahier,French triathlete,triathlete,,France,Stéphane,2020-05-07
,1975-05-07,Justin James,"Canadian electronic musician, DJ, educator and label owner",record producer composer,,Canada,Justin James,2020-05-07
