image,Born,Person,description,occupation,position held,country of citizenship,given name,UpdatedAt
,1973-05-29,Mathias Blad,Swedish singer,singer,,Sweden,Mathias,2020-05-29
,1973-05-29,Scot Project,German DJ,club DJ disc jockey,,Germany,Frank,2020-05-29
,1973-05-29,Mark Lee,guitarist and a founding member of the Christian rock band Third Day,musician,,United States of America,Mark,2020-05-29
,1973-05-29,Melissa Bellin,American dancer,dancer professional wrestler manager,,United States of America,Melissa,2020-05-29
,1973-05-29,Michael Balderrama,choreographer,choreographer,,United States of America,Michael,2020-05-29
,1973-05-29,Rahul Sood,Canadian businessman,businessperson,,Canada,Rahul,2020-05-29
,1973-05-29,Shahood Alvi,actor,television director television producer television actor,,Pakistan,,2020-05-29
,1973-05-29,Tansy Davies,English composer,composer,,United Kingdom,,2020-05-29
,1973-05-29,Aydo Abay,German singer,singer,,Germany,,2020-05-29
,1972-05-29 1971-05-29,Lance Whitaker,American boxer,boxer,,United States of America,Lance,2020-05-29
,1972-05-29,M Lamar,musician,composer musician,,United States of America,,2020-05-29
,1972-05-29,James Rutherford,British bass baritone,opera singer,,,James,2020-05-29
,1972-05-29,Közi,Japanese musician,musician guitarist composer songwriter singer keyboardist,,Japan,,2020-05-29
,1972-05-29,Bill Curley,American basketball player,basketball player basketball coach,,United States of America,Bill,2020-05-29
,1972-05-29,Stanislas,French singer,singer songwriter singer-songwriter,,France,Louis,2020-05-29
,1972-05-29,Paul Wontorek,journalist (*1972) ♂,journalist,,,Paul,2020-05-29
,1972-05-29,Jennifer Lyne,English rugby union player,rugby union player,,United Kingdom,Jennifer,2020-05-29
,1972-05-29,Sacha Skarbek,English songwriter and musician,composer music executive pianist songwriter record producer guitarist,,United Kingdom,Sacha,2020-05-29
,1972-05-29,Sukshinder Shinda,British musician,singer,,,,2020-05-29
,1972-05-29,Iis Dahlia,Indonesian actor,actor,,Indonesia,,2020-05-29
,1972-05-29,Brett Reed,American basketball player-coach,basketball player basketball coach,,United States of America,Brett,2020-05-29
,1972-05-29,Cristián Sánchez,Chilean television presenter,journalist television presenter,,Chile,Cristián,2020-05-29
,1972-05-29,David Hendrix,American football player,American football player,,United States of America,David,2020-05-29
,1972-05-29,Donovan Hohn,American writer,essayist,,,Donovan,2020-05-29
,1972-05-29,Gustavo Ferreyra,Uruguayan footballer and manager,association football player,,Uruguay,Gustavo,2020-05-29
,1972-05-29,Hiroshi Tanaka,Japanese figure skater and coach,figure skater ice dancer assistant technical specialist technical specialist,,Japan,Hiroshi,2020-05-29
,1972-05-29,John Simon,Australian rugby league footballer,rugby league player,,New Zealand,John,2020-05-29
,1972-05-29,Johnny Stark,American soccer player,association football player,,United States of America,Johnny,2020-05-29
,1972-05-29,Kevin McDougal,American football player,American football player Canadian football player,,United States of America,Kevin,2020-05-29
,1972-05-29,Olga Konysheva,Kazakhstani ice hockey player,athlete,,,,2020-05-29
,1972-05-29,Laverne Cox,"American actress, reality television star, television producer, and transgender advocate",television producer film actor television actor LGBT rights activist film producer,,United States of America,Laverne,2020-05-29
,1972-05-29,Marcel Sakáč,Slovak ice hockey player,ice hockey player,,,Marcel,2020-05-29
,1972-05-29,Sergey Yermolenko,Belarusian association football player,association football player,,Belarus,,2020-05-29
,1972-05-29,Neal Foster,American politician,politician,member of the Alaska House of Representatives,United States of America,Neal,2020-05-29
,1972-05-29,Rick Germanson,American musician,bandleader composer conductor jazz musician pianist,,United States of America,Rick,2020-05-29
,1972-05-29,Scott Garlick,American soccer player,association football player,,United States of America,Scott,2020-05-29
,1972-05-29,Takuya Kita,Japanese basketball player,basketball player,,Japan,Takuya,2020-05-29
,1971-05-29,Horace Stoute,Barbadian footballer,association football player,,Barbados,Horace,2020-05-29
,1971-05-29,Dirk Vöpel,German politician,politician,member of the German Bundestag,Germany,Dirk,2020-05-29
,1971-05-29,Mike Sanderson,New Zealand yacht racer,sailor,,New Zealand,Mike,2020-05-29
,1971-05-29,Timothy M. P. Tait,American/Canadian physicist,physicist theoretical physicist,,,Timothy,2020-05-29
,1971-05-29,Svein Morten Johansen,Norwegian association football player,association football player,,Norway,Svein,2020-05-29
,1971-05-29,Aram Van Ballaert,Belgian musician,guitarist composer,,Belgium,Aram,2020-05-29
,1971-05-29,Éric Lucas,Canadian boxer,boxer,,Canada,Éric,2020-05-29
,1971-05-29,Carlotta Natoli,actress,actor stage actor,,Italy,Carlotta,2020-05-29
,1971-05-29,Max Ferrari,Italian journalist and politician,politician journalist,,Italy,Max,2020-05-29
,1971-05-29,Bold Buman-Uchral,Mongolian footballer,association football player,,Mongolia,,2020-05-29
,1971-05-29,Anna Johansson,Swedish politician,politician,Minister for Communications and Regional Policy member of the Swedish Riksdag,Sweden,Anna,2020-05-29
,1971-05-29,Bryan DeCorso,professional golfer,golfer,,United States of America,Bryan,2020-05-29
,1971-05-29,Carlos Resende,Portuguese handball player and coach,handball coach handball player,,Portugal,Carlos,2020-05-29
,1971-05-29,"Hugh ""Hug"" Kelly",British musician,drummer,,United Kingdom,Hugh,2020-05-29
,1971-05-29,Ken Lennaárd,Swedish actor,actor,,Sweden,Ken,2020-05-29
,1971-05-29,Jo Beth Taylor,Australian singer,singer,,Australia,Jo,2020-05-29
,1971-05-29,Martin Lohse,Danish composer,composer chess player correspondence chess player,,Denmark,Martin,2020-05-29
,1971-05-29,Michael Paul Mason,American writer,,,United States of America,Michael,2020-05-29
,1971-05-29,Rob Womack,Paralympic track and field athlete,athletics competitor,,England,Rob,2020-05-29
,1971-05-29,Steve Flack,English footballer,association football player,,United Kingdom,Steve,2020-05-29
,1971-05-29,Carla Cristina Ribeiro,Person (*1971) ♀,,,,Carla,2020-05-29
,1971-05-29,Eom In-yeong,Sport cyclist (*1971) ♂,sport cyclist,,,,2020-05-29
,1971-05-29,Bernd Mayländer,German racing driver,racing automobile driver,,Germany,Bernd,2020-05-29
,1970-05-29,Attila Kuttor,association football player,association football player,,Hungary,Attila,2020-05-29
,1970-05-29,Yūko Takeda,announcer (*1970) ♀,announcer,,,,2020-05-29
,1970-05-29,Jennifer McGarigle,American designer,businessperson designer,,United States of America,Jennifer,2020-05-29
,1970-05-29,Charles Schwertner,American politician,politician surgeon,member of the State Senate of Texas member of the Texas House of Representatives,United States of America,Charles,2020-05-29
,1970-05-29,Agnes Oaks,Estonian dancer,dancer,,Estonia,Age,2020-05-29
,1970-05-29,Einius Petkus,Lithuanian rower,rower,,Lithuania,,2020-05-29
,1970-05-29,Christopher Blauvelt,American cinematographer,cinematographer,,United States of America,Christopher,2020-05-29
,1970-05-29,Graham Filby,South African darts player,darts player,,South Africa,Graham,2020-05-29
,1970-05-29,Shankarrao Gadakh,politician,politician,,India,,2020-05-29
,1970-05-29,Lídia Puigvert,sociologist,sociologist,,Spain,Lídia,2020-05-29
,1970-05-29,Roberto Di Matteo,association football player and manager,association football player association football manager,,Switzerland,Roberto,2020-05-29
,1970-05-28 1970-05-29,Erik Kwakkel,Dutch scholar,,,Kingdom of the Netherlands,Erik,2020-05-29
,1970-05-29,Silke Frankl,German tennis player,tennis player,,Germany,Silke,2020-05-29
,1970-05-29,Andrea Green,volleyball player,volleyball player,,United Kingdom,Andrea,2020-05-29
,1970-05-29,Takeharu Ishimoto,"Japanese video game composer, synthesizer programmer, and musician",composer guitarist pianist,,Japan,Takeharu,2020-05-29
,1970-05-29,Jean-Michel Portal,French actor,actor film actor television actor,,France,Jean-Michel,2020-05-29
,1970-05-29,Govindasamy Mugesh,Professor at Indian Institute of Science,chemist,,,,2020-05-29
,1970-05-29,Axel Médéric,figure skater,figure skater,,France,Axel,2020-05-29
,1970-05-29,Christian Lévesque,Canadian politician,politician,Member of the National Assembly of Quebec,Canada,Christian,2020-05-29
,1970-05-29,Tomasz Różycki,Polish poet,linguist poet translator,,Poland,Tomasz,2020-05-29
,1970-05-29,Gonzalo Lopez-Fabero,Spanish tennis player,tennis player,,Spain,Gonzalo,2020-05-29
,1970-05-29,Gleb Panfyorov,Russian footballer,association football player,,Russia,Gleb,2020-05-29
,1970-05-29,Kirsten Marathon Melkevik,athletics competitor,marathon runner,,Norway,Kirsten,2020-05-29
,1970-05-29,Luís Novo,athletics competitor,marathon runner,,Portugal,Luuis,2020-05-29
,1970-05-29,Astro Teller,British writer and scientist,computer scientist novelist artificial intelligence researcher,,United Kingdom,Astro,2020-05-29
,1970-05-29,Sergei Zlobin,Russian racing driver,engineer racing automobile driver,,Russia,Sergey,2020-05-29
,1970-05-29,Jo Hye-ryeon,South Korean comedian,presenter actor comedian,,South Korea,Hye-ryun,2020-05-29
,1970-05-29,Mary Kingston,Irish television presenter,television presenter,,Ireland,Mary,2020-05-29
,1970-05-29,Mike Hax,German judoka,judoka,,Germany,Mike,2020-05-29
,1970-05-29,Pete Gas,American professional wrestler,professional wrestler,,United States of America,Peter,2020-05-29
,1970-05-29,Shaun McSkimming,Scottish footballer,association football player,,United Kingdom,Shaun,2020-05-29
,1970-05-29,Todd Berrier,NASCAR crew chief,engineer,,United States of America,Todd,2020-05-29
,1970-05-29,Christiaan Rebergen,Person (*1970) ♂,,,,,2020-05-29
,1970-05-29,Svetlana Knyazeva,Person (*1970) ♀,,,,,2020-05-29
,1970-05-29,David Cicero,American singer and songwriter,singer singer-songwriter,,United States of America,David,2020-05-29
,1969-05-29,Kenji Morozumi,Japanese baseball player,baseball player,,Japan,Kenji,2020-05-29
,1969-05-29,Cees Krijnen,Dutch artist,painter photographer,,Kingdom of the Netherlands,Cees,2020-05-29
,1969-05-29 1969-05-26,Wayne Hynes,German ice hockey player,ice hockey player,,Germany,Wayne,2020-05-29
,1969-05-29,Alexandre Destrez,French musician,pianist,,France,Alexandre,2020-05-29
,1969-05-29,Chris A. Cummings,Canadian musician,songwriter,,Canada,Chris,2020-05-29
,1969-05-29,Cheryl Youakim,American politician,politician,member of the Minnesota House of Representatives,,Cheryl,2020-05-29
,1969-05-29,Alfredo Murguía,Mexican association football player,association football player,,Mexico,Alfredo,2020-05-29
,1969-05-29,Liu Junhong,Chinese speed skater,speed skater,,People's Republic of China,,2020-05-29
,1969-05-29,Acun Ilıcalı,"Turkish television personality, producer, actor and sport journalist",television presenter entrepreneur businessperson journalist film actor television actor,,Turkey,,2020-05-29
,1969-05-29,Aleksander Kaczorowski,"Polish translator, essayist and journalist",translator essayist journalist,,Poland,Aleksander,2020-05-29
,1969-05-29,Gyan Bahadur Bohara,Nepalese athlete,long-distance runner,,Nepal,,2020-05-29
,1969-05-29,Muhammad Shoaib Siddiqui,politician,politician,,,,2020-05-29
,1969-05-29,Benjamin Sirimou,athletics competitor,athletics competitor,,Cameroon,Benjamin,2020-05-29
,1969-05-29,Chan Kinchla,Blues Traveler member; guitarist; musician,musician,,Canada,,2020-05-29
,1969-05-29,Sigríður Ingibjörg Ingadóttir,member of parliament,politician economist,Member of the Althing Member of the 2013-2016 Parliament of Iceland Member of the 2009-2013 Parliament of Iceland,Iceland,Sigríður Ingibjörg,2020-05-29
,1969-05-29,Fanie Lombaard,South African paralympic athlete,athletics competitor,,South Africa,Fanie,2020-05-29
,1969-05-29,Fiona Twycross,British politician,politician,member of the London Assembly,United Kingdom,Fiona,2020-05-29
,1969-05-29,Anthony Azizi,American actor,actor television actor,,United States of America,Anthony,2020-05-29
,1969-05-29,Mia Consalvo,American professor of communication studies,academic,,,,2020-05-29
,1969-05-29,Laura Kissel,American filmmaker,filmmaker,,,Laura,2020-05-29
,1969-05-29,Patrick Weaver,American cross-country skier,cross-country skier,,United States of America,Patrick,2020-05-29
,1969-05-29,Michael Berz,Canadian screenwriter,writer screenwriter,,Canada,Michael,2020-05-29
,1969-05-29,Monique Merrill,US-American ski mountaineer and marathon mountain biker,sport cyclist ski mountaineer,,United States of America,Monique,2020-05-29
,1969-05-29,Nirmala Visweswara Rao,Indian dancer,dancer,,India,,2020-05-29
,1969-05-29,Wiltrud Probst,German tennis player,tennis player,,Germany,Wiltrud,2020-05-29
,1969-05-29,Peter Blazincic,Australian soccer player,association football player,,Australia,Peter,2020-05-29
,1969-05-29,Peter Karlsson,Swedish table tennis player,table tennis player,,Sweden,Peter,2020-05-29
,1969-05-29,Ján Haspra,association football player and association football manager (*1969) ♂,association football player association football manager,,,,2020-05-29
,1969-05-29,Sandrine Cantoreggi,Luxembourgian violinist,university teacher violinist musician,,Luxembourg,Sandrine,2020-05-29
,1969-05-29,Sunkari Kabba-Kamara,Sierra Leone politician,politician,,,,2020-05-29
,1969-05-29,Sunkarie Kabba-Kamara,Sierra Leone politician,politician,,Sierra Leone,,2020-05-29
,1969-05-29,Toby Borland,American baseball player,baseball player,,United States of America,Toby,2020-05-29
,1969-05-29,Wayne Sanders,South African songwriter,songwriter,,South Africa,Wayne,2020-05-29
,1968-05-29,Tate George,American basketball player,basketball player,,United States of America,,2020-05-29
,1968-05-29,Ivo Alfredo,Angolan basketball player,basketball player,,Angola,Ivo,2020-05-29
,1968-05-29,Greg Bajek,American soccer player,association football player association football manager,,United States of America,Greg,2020-05-29
,1968-05-29,John McNulty,Quarterbacks coach for Tennessee Titans,coach,,,John,2020-05-29
,1968-05-29,Marc Paul,British magician,magician,,United Kingdom,Marc,2020-05-29
,1968-05-29,Giovanni Feroce,American politician,politician,member of the State Senate of Rhode Island,United States of America,Giovanni,2020-05-29
,1968-05-29,Janne Immonen,Finnish cross country skier.,cross-country skier politician,municipality councillor in Finland,Finland,Janne,2020-05-29
,1968-05-28 1968-05-29,Cathy Rogers,British television executive,television presenter,,United Kingdom,Cathy,2020-05-29
,1968-05-29,Chiara Colizzi,Italian voice actress,actor voice actor,,Italy,Chiara,2020-05-29
,1968-05-29,Javier Fuentes-León,Peruvian film director,film director actor,,Peru,Javier,2020-05-29
,1968-05-29,Violeta Zareva,Bulgarian rower,rower,,Bulgaria,Violeta,2020-05-29
,1968-05-29,Baldur Bragason,Icelandic footballer,association football player,,Iceland,Baldur,2020-05-29
,1968-05-29,Frank Kratovil,American politician,politician judge lawyer,United States representative,United States of America,Frank,2020-05-29
,1968-05-29,Duane Young,American football player,American football player,,United States of America,Duane,2020-05-29
,1968-05-29,Edmilson Dias de Lucena,Brazilian footballer,association football player,,Brazil South Korea,Edmilson,2020-05-29
,1968-05-29,Jessica Morden,Welsh politician,politician,Member of the 57th Parliament of the United Kingdom Member of the 56th Parliament of the United Kingdom Member of the 55th Parliament of the United Kingdom Member of the 54th Parliament of the United Kingdom Member of the 58th Parliament of the United Kingdom,United Kingdom,Jessica,2020-05-29
,1968-05-29,Antonija Balek,Paralympian athlete from Croatia,athletics competitor,,Croatia,Antonija,2020-05-29
,1968-05-29,Øyvind Skaanes,Norwegian cross-country skier,cross-country skier,,Norway,Øyvind,2020-05-29
,1968-05-29,Jorge Gabriel,Portuguese football manager,journalist television presenter,,Portugal,Jorge Corrupto,2020-05-29
,1968-05-29,Liselotte Olsson,Swedish canoeist,canoeist,,Sweden,Liselotte,2020-05-29
,1968-05-29,Oleg Petrov,Russian footballer,association football player,,Russia,Oleg,2020-05-29
,1968-05-29,Park Tae-ha,South Korean footballer,association football player,,South Korea,Q69509892,2020-05-29
,1968-05-29,"Torquhil Campbell, 13th Duke of Argyll",Scottish Peer,,,United Kingdom,Torquhil,2020-05-29
,1968-05-29,Christi-Adrian Sudu,Person (*1968) ♂,,,,,2020-05-29
,1967-05-29,Ladislav Šimčo,Slovak soccer player and soccer coach,association football player association football manager,,Slovakia,Ladislav,2020-05-29
,1967-05-29,Manabu Andō,Japanese baseball player,baseball player,,Japan,Manabu,2020-05-29
,1967-05-29,Brynjar Meling,Norwegian lawyer,lawyer,,Norway,Brynjar,2020-05-29
,1967-05-29,Lucas Brunner,Swiss chess player,chess player,,Switzerland,Lucas,2020-05-29
,1967-05-29,Bill Risley,American baseball player,baseball player,,United States of America,Bill,2020-05-29
,1967-05-29,Mark Nightingale,British musician,jazz musician,,United Kingdom,Mark,2020-05-29
,1967-05-29,Noel Gallagher,"English singer, songwriter and guitarist",guitarist musician singer-songwriter singer,,United Kingdom,Noel Thomas David,2020-05-29
,1967-05-29,Yevgeni Aleinikov,Russian sport shooter,sport shooter,,Russia,Yevgeni,2020-05-29
,1967-05-29,John B. Hogenesch,American chronobiologist,bioinformatician,,Kingdom of the Netherlands,John,2020-05-29
,1967-05-29,Mary Chind-Willie,"US-American journalist , photographer , and photojournalist (*1967) ♀",journalist photographer photojournalist,,United States of America,Mary,2020-05-29
,1967-05-29,Alberto Borghetti,electrical engineer (*1967) ♂; IEEE Fellow,electrical engineer,,,Alberto,2020-05-29
,1967-05-29,Wycliffe Gordon,American musician,jazz musician,,United States of America,,2020-05-29
,1967-05-29,Alexandre Gallo,Brazilian association football player,association football player association football manager,,Brazil,Alexandre,2020-05-29
,1967-05-29,Jim McDonald,Australian politician in Queensland,politician,Member of the Queensland Legislative Assembly,Australia,James John,2020-05-29
,1967-05-29,Moazzam Malik,British diplomat,diplomat,ambassador of the United Kingdom to Indonesia,United Kingdom,Moazzam,2020-05-29
,1967-05-29,Eric Studesville,American football player and coach,American football player,,United States of America,Eric,2020-05-29
,1967-05-29,Manuel Minjares Jiménez,Mexican politician,politician,Member of the Chamber of Deputies of Mexico,Mexico,Manuel,2020-05-29
,1967-05-29,Justin Burnell,Welsh rugby union footballer and coach,rugby union player,,,Justin,2020-05-29
,1967-05-29,Kala Ramnath,Indian musician,singer,,India,,2020-05-29
,1967-05-29,Steve McKichan,Canadian ice hockey player,ice hockey player,,Canada,Steve,2020-05-29
,1967-05-29,Shazza,Polish singer-actor,actor singer film actor,,Poland,,2020-05-29
,1967-05-29,Bohdan Sláma,Czech film director and screenwriter,film director screenwriter university teacher,,Czech Republic,Bohdan,2020-05-29
,1967-05-29,Jumping Jack Frost,British jungle and drum and bass DJ and record producer,musician,,,,2020-05-29
,1967-05-29,Steven Levitt,American economist,economist professor writer author podcaster,,United States of America,Steven,2020-05-29
,1967-05-29,Sean Smith,American football player,American football player,,United States of America,Sean,2020-05-29
,1967-05-29,Vicki Huber,athletics competitor,athletics competitor,,United States of America,Vicki,2020-05-29
,1967-05-29,Ingo Steinhöfel,German weightlifter,weightlifter,,Germany German Democratic Republic,Ingo,2020-05-29
,1967-05-29,Mike Keane,Canadian ice hockey player,ice hockey player,,Canada,Mike,2020-05-29
,1967-05-29,Éric Magnin,former French bicycle racer,sport cyclist,,France,Éric,2020-05-29
,1967-05-29,Omar Arellano Nuño,Mexican footballer,association football player association football manager,,Mexico,Omar,2020-05-29
,1966-05-29,Henrik Sass Larsen,Danish politician,politician,Danish Minister for Commerce member of the Folketing Representative of the Parliamentary Assembly of the Council of Europe,Denmark,Henrik,2020-05-29
,1966-05-29,Jean van de Velde,professional golfer,golfer,,France,Jean,2020-05-29
,1966-05-29,Stephan Brandner,German politician (AfD),politician lawyer,Member of the Landtag of Thuringia member of the German Bundestag,Germany,Stephan,2020-05-29
,1966-05-29,Gary Simrill,"politician , member of the South Carolina House of Representatives (*1966) ♂",politician,member of the South Carolina House of Representatives,,Gary,2020-05-29
,1966-05-29,Fernando Huanacuni Mamani,former Bolivian Minister of Foreign Affairs,researcher politician lawyer,Chancellor of Bolivia,Bolivia,Fernando,2020-05-29
,1966-05-29,Claudia Rowe,journalist (*1966) ♀,journalist,,,Claudia,2020-05-29
,1966-05-29,Bertrand Amoussou-Guenou,French martial artist,judoka mixed martial artist,,France,Bertrand,2020-05-29
,1965-07-01 1966-05-29,Tito Beltrán,Chilean musician,opera singer singer,,Chile,Tito,2020-05-29
,1966-05-29,Guillaume Garot,French politician,politician Q63755480,member of the French National Assembly Mayor of Laval Q63758935,France,Guillaume,2020-05-29
,1966-05-29,Pavel Pepperstein,Russian artist and writer,artist,,Russia,Pavel,2020-05-29
,1966-05-29,Claudio Pelosi,Italian footballer,association football player,,Italy,Claudio,2020-05-29
,1966-05-29,Alison Paterson,British rower,rower,,United Kingdom,Alison,2020-05-29
,1966-05-29,Craig Atkins,Australian cricketer,cricketer,,Australia,Craig,2020-05-29
,1966-05-29,David Saker,Australian cricketer and coach,cricketer,,Australia,David,2020-05-29
,1966-05-29,Diana Lee Inosanto,American film director,film director actor stunt performer film actor,,United States of America,Diana Lee,2020-05-29
,1966-05-29,Floyd Turner,American football player,American football player,,United States of America,Floyd,2020-05-29
,1966-05-29,Natalie Nougayrède,French journalist (*1966),journalist,editor-in-chief,France,Natalie,2020-05-29
,1966-05-29,Sunday Dare,Person (*1966) ♂,,,,,2020-05-29
,1966-05-29,Modugula Venugopala Reddy,Indian politician,politician,Member of the 15th Lok Sabha,India,,2020-05-29
,1966-05-29,Nándor Tánczos,New Zealand politician,politician,Member of the New Zealand Parliament,New Zealand,Nándor,2020-05-29
,1966-05-29,Richard Youngs,bristih singer,songwriter,,United Kingdom,Richard,2020-05-29
,1965-05-29,Isao Kōda,baseball player,baseball player,,Japan,Isao,2020-05-29
,1965-05-29,Jarmo Myllys,Finnish ice hockey goaltender,ice hockey player,,Finland,Jarmo,2020-05-29
,1965-05-29,Milan Křen,Czechoslovakia track cyclist (*1965) ♂,track cyclist,,Czechoslovakia,Milan,2020-05-29
,1965-05-29,Matthew Porretta,American actor,voice actor film actor television actor,,United States of America,Matthew,2020-05-29
,1965-05-29,Lu Suyan,Chinese bicycle racer,sport cyclist,,People's Republic of China,,2020-05-29
,1965-05-29,Pierre Aubameyang,footballer,association football player,,Gabon France,Pierre,2020-05-29
,1965-05-29,Nsima Ekere,Person (*1965) ♂,,,,,2020-05-29
,1965-05-29,Wendy Darke,British television producer (*1965) ♀; Cherry Kearton Medal and Award,television producer,,United Kingdom,Wendy,2020-05-29
,1965-05-29,Brigitte Bosmans,Belgian swimmer,swimmer,,Belgium,Brigitte,2020-05-29
,1965-05-29,Brian Noonan,American ice hockey player,ice hockey player,,United States of America,Brian,2020-05-29
,1965-05-29,Forbes KB,British actor,actor,,United Kingdom,Forbes,2020-05-29
,1965-05-29,Lucio Frydman,researcher,researcher chemist,,,Lucio,2020-05-29
,1965-05-29,Emilio Sánchez,Spanish tennis player,tennis player coach tennis coach,,Spain,Emilio,2020-05-29
,1965-05-29,Claudio Zulianello,Argentine volleyball player,volleyball player,,Argentina,Claudio,2020-05-29
,1965-05-29,David Selby,Australian Paralympic wheelchair basketball player,basketball player,,Australia,David,2020-05-29
,1965-10-30 1965-05-29,Cristina Pérez Díaz,Spanish athletics competitor,athletics competitor sprinter,,Spain,Cristina,2020-05-29
,1965-05-29,Fernando Bolea,Spanish sports coach,coach handball player,,Spain,Fernando,2020-05-29
,1965-05-29,Ian Bishop,English footballer,association football player,,United Kingdom,Ian,2020-05-29
,1965-05-29,Jose K. Mani,Indian politician,politician,Member of the 15th Lok Sabha Member of the 16th Lok Sabha Member of Rajya Sabha,India,Jose,2020-05-29
,1965-05-29,Kevin Ellis,Welsh rugby union and rugby league footballer,rugby league player rugby union player,,Australia Wales,Kevin,2020-05-29
,1965-05-29,Daniel Müller,Swiss curler,curler,,Switzerland,Daniel,2020-05-29
,1965-05-29,Moira Buffini,British dramatist,playwright screenwriter writer actor,,United Kingdom,Moira,2020-05-29
,1965-05-29,Pastor Taiwo Odubiyi,Author and religious minister,writer novelist children's writer,,Nigeria,Pastor,2020-05-29
,1965-05-29,Phil Williamson,American tennis player,tennis player,,United States of America,Phil,2020-05-29
,1965-05-29,Ronn McMahon,American basketball player,basketball player,,United States of America,,2020-05-29
,1965-05-29,Toninho Dos Santos,football player,association football player,,Brazil,Toninho,2020-05-29
,1965-05-29,Marcelo Ramírez,Chilean footballer,association football player association football manager,,Chile,Marcelo,2020-05-29
,1964-05-29,Kim Min-sŏk,South Korean politician,politician,Member of National Assembly of South Korea,South Korea,Min-seok,2020-05-29
,1964-05-29,Paul Murray,British businessman,businessperson,,United Kingdom,Paul,2020-05-29
,1964-05-29,David Johnson,American sports shooter,athlete,,United States of America,David,2020-05-29
,1964-05-29,Sorin Cigan,association football player,association football player,,,,2020-05-29
,1964-05-29,Şafak Bakkalbaşıoğlu,Turkish TV Director,television producer,,Turkey,,2020-05-29
,1964-05-29,Reece Whitby,Australian politician,politician journalist,Member of the Western Australian Legislative Assembly,Australia,Reece,2020-05-29
,1964-05-29,Christina Rosenvinge,Spanish/danish songwriter musician singer,singer television presenter guitarist lyricist,,Spain,Christina,2020-05-29
,1964-05-29,Raymond Tam,Hong Kong politician,politician justice of the peace,Secretary for Constitutional and Mainland Affairs member of the National People's Congress,People's Republic of China,Raymond,2020-05-29
,1964-05-29,Mark Hartill,Australian rugby union player,rugby union player,,Australia,Mark,2020-05-29
,1964-05-29,Pascal Donnadieu,French basketball coach,basketball coach basketball player,,France,Pascal,2020-05-29
,1964-05-29,Peter Simons,Canadian businessperson,businessperson,chief executive officer,Canada,Peter,2020-05-29
,1964-05-29,Tatsuya Naka,Japanese martial artist,martial artist actor karateka,,Japan,Tatsuya,2020-05-29
,1964-05-29,Arumugam Thondaman,Sri Lankan politician,politician trade unionist,Member of the Parliament of Sri Lanka,Sri Lanka,,2020-05-29
,1964-05-29,Charles Scerri,Maltese footballer,association football player association football manager,,Malta,Charles,2020-05-29
,1964-05-29,Connie Hansen,Danish paralympic athlete,athletics competitor,,Denmark,Connie,2020-05-29
,1964-05-29,Howard Mills III,American politician,politician,member of the New York State Assembly,United States of America,Howard,2020-05-29
,1964-05-29,Magnús Þór Hafsteinsson,Icelandic politician,politician,,Iceland,Magnús,2020-05-29
,1964-05-29,Jestoni Alarcon,"actor, politician",actor,,Philippines,,2020-05-29
,1964-05-29,Jorge Acosta,American soccer player,association football player,,United States of America,Jorge Corrupto,2020-05-29
,1964-05-29,Kevyn Stafford,Canadian canoeist,canoeist,,Canada,,2020-05-29
,1964-05-29,Marcy Rae,American actress,voice actor,,United States of America,Marcy,2020-05-29
,1964-05-29,Oswaldo Negri,Brazilian racing driver,racing driver racing automobile driver,,Brazil,Oswaldo,2020-05-29
,1964-05-24 1964-05-29,Robin Johnson,American actress,actor film actor,,United States of America,Robin,2020-05-29
,1964-05-29,Steve Francis,professional footballer,association football player,,United Kingdom,Steve,2020-05-29
,1964-05-29,Fiona van Tuyll,Person (*1964) ♀,,,,,2020-05-29
,1964-05-29,Markku Pusenius,Finnish ski jumper,ski jumper,,Finland,Markku,2020-05-29
,1963-05-29,Atsunori Itō,Japanese baseball player,baseball player,,Japan,,2020-05-29
,1963-05-29,Sergi Belbel,Spanish author and screenwriter,screenwriter writer playwright author,,Spain,Sergi,2020-05-29
,1963-05-29,Olaf Blaschke,German historian,historian university teacher,,Germany,Olaf,2020-05-29
,1963-05-29,Vijay Patkar,Indian actor,actor film actor television actor,,India,Vijay,2020-05-29
,1963-05-29,Ukyo Katayama,racecar driver,racing automobile driver mountaineer rally driver,,Japan,,2020-05-29
,1963-05-29,Francisco Javier Gil Ortíz,Mexican politician,politician,Member of the Chamber of Deputies of Mexico,Mexico,Francisco,2020-05-29
,1963-05-29,Andy Wightman,Scottish writer,politician,Member of the 5th Scottish Parliament,United Kingdom,Andy,2020-05-29
,1963-05-29,Zhu Jianhua,Chinese high jumper,athletics competitor,,People's Republic of China,,2020-05-29
,1963-05-29,Viktor Panchenko,Russian footballer,association football player association football manager,,Russia Soviet Union,Viktor,2020-05-29
,1963-05-29,Mark Matthew Herd,Person (*1963) ♂,,,,Mark,2020-05-29
,1963-05-29,John Tobin,Grenadian boxer,boxer,,Grenada,John,2020-05-29
,1963-05-29,Samula Anoaʻi,American professional wrestler,amateur wrestler professional wrestler,,United States of America,,2020-05-29
,1963-03-29 1963-05-29,Tracey E. Bregman,American actress,actor television actor film actor,,United States of America,Tracey,2020-05-29
,1963-05-29,Claude Loiselle,Canadian ice hockey player,ice hockey player,,Canada,Claude,2020-05-29
